studyid;compid;esid;studycompid;name;outcome;comparison;g;var.g;se.g;n.1;n.2;n.total;type.of.treatment;length.of.treatment;publication.status;publication.status.new;publication.year;research.group;control.group.quality;gender.ratio;type.of.outcome;subjectivity.of.outcome.measurement;lab.based.versus.real.world.behavior;stamina.versus.strength;pre.test.measurement;sample.population;sample.age;attrition;participant.compensation;self.control.potential;r1.2;r1.3;r1.4;r1.5;r1.6;r1.7;r1.8;r1.9;r1.10;r1.11;r1.12;r1.13;r2.3;r2.4;r2.5;r2.6;r2.7;r2.8;r2.9;r2.10;r2.11;r2.12;r2.13;r3.4;r3.5;r3.6;r3.7;r3.8;r3.9;r3.10;r3.11;r3.12;r3.13;r4.5;r4.6;r4.7;r4.8;r4.9;r4.10;r4.11;r4.12;r4.13;r5.6;r5.7;r5.8;r5.9;r5.10;r5.11;r5.12;r5.13;r6.7;r6.8;r6.9;r6.10;r6.11;r6.12;r6.13;r7.8;r7.9;r7.10;r7.11;r7.12;r7.13;r8.9;r8.10;r8.11;r8.12;r8.13;r9.10;r9.11;r9.12;r9.13;r10.11;r10.12;r10.13;r11.12;r11.13;r12.13
27;1;108;27_1;Pidgeon & Monteath, 2013;#5 stroop error change after depletion;mindful_vs_control;0,211467;0,1443577;0,379944;13;13;26;NA;3;Yes;Yes;2013;Other;Inactive;7,7;Inhibitory Control after Depletion;Low subjectivity;Real-World;Stamina;Pre-post;Students;24,46;0;NA;Maximum;0,2846418;0,7707759;0,4116525;0,4231025;;;;;;;;;0,661304;0,6560419;0,3009226;;;;;;;;;0,6612337;0,3117172;;;;;;;;;0,1578694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;2;109;27_2;Pidgeon & Monteath, 2013;#1 distress tolerance;posture_vs_control;0,383864;0,1471167;0,383558;13;13;26;Posture;3;Yes;Yes;2013;Other;Inactive;7,7;Affect and Wellbeing;High subjectivity;Real-World;Strength;Pre-post;Students;24,46;0;NA;Realized;0,2846418;0,7707759;0,4116525;0,4231025;;;;;;;;;0,661304;0,6560419;0,3009226;;;;;;;;;0,6612337;0,3117172;;;;;;;;;0,1578694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;2;110;27_2;Pidgeon & Monteath, 2013;#2 mindfulness;posture_vs_control;0,060099;0,1433157;0,378571;13;13;26;Posture;3;Yes;Yes;2013;Other;Inactive;7,7;Attention;High subjectivity;Real-World;Strength;Pre-post;Students;24,46;0;NA;Realized;0,2846418;0,7707759;0,4116525;0,4231025;;;;;;;;;0,661304;0,6560419;0,3009226;;;;;;;;;0,6612337;0,3117172;;;;;;;;;0,1578694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;2;111;27_2;Pidgeon & Monteath, 2013;#3 perceived stress;posture_vs_control;0,272615;0,1457122;0,381723;13;13;26;Posture;3;Yes;Yes;2013;Other;Inactive;7,7;Affect and Wellbeing;High subjectivity;Real-World;Strength;Pre-post;Students;24,46;0;NA;Realized;0,2846418;0,7707759;0,4116525;0,4231025;;;;;;;;;0,661304;0,6560419;0,3009226;;;;;;;;;0,6612337;0,3117172;;;;;;;;;0,1578694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;2;112;27_2;Pidgeon & Monteath, 2013;#4 performance control self-report;posture_vs_control;0,209514;0,1451271;0,380956;13;13;26;Posture;3;Yes;Yes;2013;Other;Inactive;7,7;NA;High subjectivity;Real-World;Strength;Pre-post;Students;24,46;0;NA;Realized;0,2846418;0,7707759;0,4116525;0,4231025;;;;;;;;;0,661304;0,6560419;0,3009226;;;;;;;;;0,6612337;0,3117172;;;;;;;;;0,1578694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;2;113;27_2;Pidgeon & Monteath, 2013;#5 stroop error change after depletion;posture_vs_control;0,002771;0,1442831;0,379846;13;13;26;Posture;3;Yes;Yes;2013;Other;Inactive;7,7;Inhibitory Control after Depletion;Low subjectivity;Real-World;Stamina;Pre-post;Students;24,46;0;NA;Maximum;0,2846418;0,7707759;0,4116525;0,4231025;;;;;;;;;0,661304;0,6560419;0,3009226;;;;;;;;;0,6612337;0,3117172;;;;;;;;;0,1578694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;1;114;28_1;Rosenblatt, unpublished, 2013;#1 smoking;extrinsicmotivation_vs_control;0,304868;0,229928;0,479508;7;9;16;Posture;14;No;No;2013;Other;Active;64,3;Health Behavior;High subjectivity;Real-World;Strength;Pre-post;Students;24,9;17,9;NA;Realized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;2;115;28_2;Rosenblatt, unpublished, 2013;#1 smoking;intrinsicmotivation_vs_control;-0,229703;0,2286671;0,478191;7;9;16;Posture;14;No;No;2013;Other;Active;64,3;Health Behavior;High subjectivity;Real-World;Strength;Pre-post;Students;24,9;17,9;NA;Realized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;1;116;29_1;Schofield & Denson, submitted, 2016, a, Study 1;#1 detection of unexpected stimulus;treat1_vs_control;0,718017;0,0794;0,28178;46;47;93;NDH;14;No;Pending;2016;Other;Active;43;Attention;Low subjectivity;Lab;Strength;Post only;Students;20,81;2;Money;Realized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;1;117;30_1;Schofield & Denson, submitted, 2016, a, Study 2;#1 anagram performance;treat1_vs_control;0,214967;0,0587;0,242281;33;34;67;NDH;14;No;Pending;2016;Other;Active;37,31;Attention;Low subjectivity;Lab;Strength;Post only;Students;20,9;10,66;Money;Maximum;0,250618;0,250618;0,250618;0,250618;;;;;;;;;0,250618;0,250618;0,250618;;;;;;;;;0,250618;0,250618;;;;;;;;;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;1;118;30_1;Schofield & Denson, submitted, 2016, a, Study 2;#2 anagram persistence;treat1_vs_control;0,06146;0,0584;0,241661;33;34;67;NDH;14;No;Pending;2016;Other;Active;37,31;Physical Persistence;Low subjectivity;Lab;Strength;Post only;Students;20,9;10,66;Money;Realized;0,250618;0,250618;0,250618;0,250618;;;;;;;;;0,250618;0,250618;0,250618;;;;;;;;;0,250618;0,250618;;;;;;;;;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;1;119;30_1;Schofield & Denson, submitted, 2016, a, Study 2;#3 detected mind wandering;treat1_vs_control;0,471096;0,06;0,244949;33;34;67;NDH;14;No;Pending;2016;Other;Active;37,31;Attention;High subjectivity;Lab;Strength;Post only;Students;20,9;10,66;Money;Realized;0,250618;0,250618;0,250618;0,250618;;;;;;;;;0,250618;0,250618;0,250618;;;;;;;;;0,250618;0,250618;;;;;;;;;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;1;120;30_1;Schofield & Denson, submitted, 2016, a, Study 2;#4 detection of unexpected stimulus;treat1_vs_control;0,731986;0,131177514;0,362184;33;34;67;NDH;14;No;Pending;2016;Other;Active;37,31;Attention;Low subjectivity;Lab;Strength;Post only;Students;20,9;10,66;Money;Realized;0,250618;0,250618;0,250618;0,250618;;;;;;;;;0,250618;0,250618;0,250618;;;;;;;;;0,250618;0,250618;;;;;;;;;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;1;121;30_1;Schofield & Denson, submitted, 2016, a, Study 2;#5 undetected mind wandering;treat1_vs_control;0,5413;0,0586;0,242074;33;34;67;NDH;14;No;Pending;2016;Other;Active;37,31;Attention;High subjectivity;Lab;Strength;Post only;Students;20,9;10,66;Money;Realized;0,250618;0,250618;0,250618;0,250618;;;;;;;;;0,250618;0,250618;0,250618;;;;;;;;;0,250618;0,250618;;;;;;;;;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;1;122;31_1;Schofield & Denson, submitted, 2016, b;#1 attentional capture;treat1_vs_control;0,239003;0,0781;0,279464;25;25;50;NDH;14;No;Pending;2016;Other;Active;32;Attention;Low subjectivity;Lab;Strength;Post only;Students;20,7;11,9;Mixed;Realized;0,03863193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;1;123;31_1;Schofield & Denson, submitted, 2016, b;#2 reward reactivity;treat1_vs_control;0,641509;0,0504;0,224499;25;25;50;NDH;14;No;Pending;2016;Other;Active;32;Inhibitory Control;Low subjectivity;Lab;Strength;Post only;Students;20,7;11,9;Mixed;Realized;0,03863193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;1;124;32_1;Schofield, unpublished, 2014, Study 3;#1 explicit perception of unexpected stimulus;treat1_vs_control;0,06154;0,13;0,360555;41;39;80;NDH;14;No;No;2014;Other;Active;32,5;Attention;Low subjectivity;Lab;Strength;Post only;Students;20,68;0;NA;Realized;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;1;125;32_1;Schofield, unpublished, 2014, Study 3;#2 implicit perception of unexpected stimulus;treat1_vs_control;0,5002;0,0506;0,224944;41;39;80;NDH;14;No;No;2014;Other;Active;32,5;Attention;Low subjectivity;Lab;Strength;Post only;Students;20,68;0;NA;Realized;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;1;126;33_1;Sultan et al., 2012;#1 desire to purchase;treat1_vs_control;0,323254;0,0257;0,160312;120;58;178;Posture;14;Yes;Yes;2012;Other;Inactive;35,79144;Consumer Behavior;High subjectivity;Lab;Strength;Post only;Students;NA;34,444;Credit;Realized;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;1;127;33_1;Sultan et al., 2012;#2 intentions to purchase;treat1_vs_control;0,424095;0,0343;0,185203;120;58;178;Posture;14;Yes;Yes;2012;Other;Inactive;48,49181;Consumer Behavior;High subjectivity;Lab;Strength;Post only;Students;NA;34,444;Credit;Realized;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;1;128;34_1;Todd & Mullan, 2014;#1 avoid anxiety;inhibplusdiary_vs_diary;0,233979;0,04869072;0,22066;30;55;85;Inhibition;7;Yes;Yes;2014;Other;Active;21;Health Behavior;High subjectivity;Real-World;Strength;Pre-post;Students;20;32,62;Credit;Realized;0,6925708;0,3009284;0,1035124;;;;;;;;;;0,6353249;0,4017425;;;;;;;;;;0,2431626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;1;129;34_1;Todd & Mullan, 2014;#2 avoid hunger and thirst;inhibplusdiary_vs_diary;-0,109794;0,04846119;0,220139;30;55;85;Inhibition;7;Yes;Yes;2014;Other;Active;21;Health Behavior;High subjectivity;Real-World;Strength;Pre-post;Students;20;32,62;Credit;Realized;0,6925708;0,3009284;0,1035124;;;;;;;;;;0,6353249;0,4017425;;;;;;;;;;0,2431626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;1;130;34_1;Todd & Mullan, 2014;#3 bedroom restful;inhibplusdiary_vs_diary;0,062335;0,0484158;0,220036;30;55;85;Inhibition;7;Yes;Yes;2014;Other;Active;21;Health Behavior;High subjectivity;Real-World;Strength;Pre-post;Students;20;32,62;Credit;Realized;0,6925708;0,3009284;0,1035124;;;;;;;;;;0,6353249;0,4017425;;;;;;;;;;0,2431626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;1;131;34_1;Todd & Mullan, 2014;#4 Stroop;inhibplusdiary_vs_diary;0,007966;0,05351999;0,231344;30;55;85;Inhibition;7;Yes;Yes;2014;Other;Active;21;Inhibitory Control;Low subjectivity;Lab;Strength;Pre-post;Students;20;32,62;Credit;Maximum;0,6925708;0,3009284;0,1035124;;;;;;;;;;0,6353249;0,4017425;;;;;;;;;;0,2431626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
